FFU Air Flow Rate [kg/s],ULPA Pressure Drop [Pa],Cleanroom Overpressure [Pa],Process Exhaust [kg/s],Cooling Bifurcation Temperature [C],Chiller [MWha],LT Chiller [MWha],Booster Heat Pump [MWha],Hot Water Pump [MWha],Heat Recovery Water Pump [MWha],Chilled Water to Fab Pump [MWha],Chilled Water to PCW Pump [MWha],LT Chilled Water To Fab Pump [MWha],LT Chilled Water To PCW Pump [MWha],Cooling Water For Chiller Pump [MWha],Cooling Water For LT Chiller Pump [MWha],Cleanroom MAU Fan [MWha],Cleanroom Exhaust Fan [MWha],Cleanroom FFU Fan [MWha],Chem Room AHU Fan [MWha],Fac AHU Fan [MWha],Fac Recirculation Fan [MWha],Total [MWha]
915.25,50,15,129.55,22.5,5823.290636,2984.523052,246.1195898,34.4428489,674.2069933,653.4528902,551.88,270.0624025,40.76028,1688.20907,340.0763628,3440.15422,597.69188,890.8433333,280.9329664,312.3965504,1.752,18830.79508
915.25,50,15,129.55,25,5816.520828,2975.473648,246.5998553,34.44893517,674.2957554,652.2699515,551.88,269.4243786,40.76028,1687.209493,339.7068949,3440.15422,597.69188,890.8433333,280.9329664,312.3965504,1.752,18812.36097
915.25,57.5,15,129.55,15,5923.591788,1704.041527,246.1707868,34.43846342,674.427013,706.7134854,551.88,253.9022671,40.76028,1703.25162,340.0650641,3440.15422,597.69188,1024.469833,280.9329664,312.3965504,1.752,17836.63975
915.25,57.5,15,129.55,17.5,5866.33336,1923.778455,245.7190064,34.43458914,674.1833739,667.2261976,551.88,263.5445269,40.76028,1694.65188,342.0818953,3440.15422,597.69188,1024.469833,280.9329664,312.3965504,1.752,17961.99101
915.25,57.5,15,129.55,20,5837.622356,2531.136534,246.1521577,34.44005675,674.2828938,656.8462162,551.88,267.8869463,40.76028,1690.340414,340.5724121,3440.15422,597.69188,1024.469833,280.9329664,312.3965504,1.752,18529.31772
915.25,57.5,15,129.55,22.5,5823.290636,2984.523052,246.1195898,34.4428489,674.2069933,653.4528902,551.88,270.0624025,40.76028,1688.20907,340.0763628,3440.15422,597.69188,1024.469833,280.9329664,312.3965504,1.752,18964.42158
915.25,57.5,15,129.55,25,5816.520828,2975.473648,246.5998553,34.44893517,674.2957554,652.2699515,551.88,269.4243786,40.76028,1687.209493,339.7068949,3440.15422,597.69188,1024.469833,280.9329664,312.3965504,1.752,18945.98747
915.25,60,15,129.55,15,5923.591788,1704.041527,246.1707868,34.43846342,674.427013,706.7134854,551.88,253.9022671,40.76028,1703.25162,340.0650641,3440.15422,597.69188,1069.012,280.9329664,312.3965504,1.752,17881.18191
915.25,60,15,129.55,17.5,5866.33336,1923.778455,245.7190064,34.43458914,674.1833739,667.2261976,551.88,263.5445269,40.76028,1694.65188,342.0818953,3440.15422,597.69188,1069.012,280.9329664,312.3965504,1.752,18006.53318
915.25,60,15,129.55,20,5837.622356,2531.136534,246.1521577,34.44005675,674.2828938,656.8462162,551.88,267.8869463,40.76028,1690.340414,340.5724121,3440.15422,597.69188,1069.012,280.9329664,312.3965504,1.752,18573.85988
915.25,60,15,129.55,22.5,5823.290636,2984.523052,246.1195898,34.4428489,674.2069933,653.4528902,551.88,270.0624025,40.76028,1688.20907,340.0763628,3440.15422,597.69188,1069.012,280.9329664,312.3965504,1.752,19008.96374
915.25,60,15,129.55,25,5816.520828,2975.473648,246.5998553,34.44893517,674.2957554,652.2699515,551.88,269.4243786,40.76028,1687.209493,339.7068949,3440.15422,597.69188,1069.012,280.9329664,312.3965504,1.752,18990.52964
915.25,35,15,145,15,5935.721047,1796.910245,248.6979743,34.79787167,683.5945083,715.1702776,551.88,263.4174287,40.76028,1705.044183,342.5214158,3823.984132,668.972,623.5903333,280.9329664,312.3965504,1.752,18030.14321
915.25,35,15,145,17.5,5872.014581,2079.865574,248.7166364,34.80986006,683.8035434,669.534113,551.88,273.4671577,40.76028,1695.481059,343.3779893,3823.984132,668.972,623.5903333,280.9329664,312.3965504,1.752,18205.33878
915.25,35,15,145,20,5838.065868,2679.664768,248.167941,34.79166921,684.0317256,657.1186217,551.88,279.2411556,40.76028,1690.409926,342.1852254,3823.984132,668.972,623.5903333,280.9329664,312.3965504,1.752,18757.94516
915.25,35,15,145,22.5,5823.488709,4374.902149,248.496053,34.80140757,683.8561854,653.5432111,551.88,282.6920416,40.76028,1688.235998,341.6284258,3823.984132,668.972,623.5903333,280.9329664,312.3965504,1.752,20435.91244
915.25,35,15,145,25,5816.561132,3625.205424,250.0374963,34.84590385,684.1208734,652.3015476,551.88,281.2750645,40.76028,1687.213504,341.6731347,3823.984132,668.972,623.5903333,280.9329664,312.3965504,1.752,19677.50234
915.25,45,15,145,15,5935.721047,1796.910245,248.6979743,34.79787167,683.5945083,715.1702776,551.88,263.4174287,40.76028,1705.044183,342.5214158,3823.984132,668.972,801.759,280.9329664,312.3965504,1.752,18208.31188
915.25,45,15,145,17.5,5872.014581,2079.865574,248.7166364,34.80986006,683.8035434,669.534113,551.88,273.4671577,40.76028,1695.481059,343.3779893,3823.984132,668.972,801.759,280.9329664,312.3965504,1.752,18383.50744
915.25,45,15,145,20,5838.065868,2679.664768,248.167941,34.79166921,684.0317256,657.1186217,551.88,279.2411556,40.76028,1690.409926,342.1852254,3823.984132,668.972,801.759,280.9329664,312.3965504,1.752,18936.11383
915.25,45,15,145,22.5,5823.488709,4374.902149,248.496053,34.80140757,683.8561854,653.5432111,551.88,282.6920416,40.76028,1688.235998,341.6284258,3823.984132,668.972,801.759,280.9329664,312.3965504,1.752,20614.08111
915.25,45,15,145,25,5816.561132,3625.205424,250.0374963,34.84590385,684.1208734,652.3015476,551.88,281.2750645,40.76028,1687.213504,341.6731347,3823.984132,668.972,801.759,280.9329664,312.3965504,1.752,19855.67101
915.25,50,15,145,15,5935.721047,1796.910245,248.6979743,34.79787167,683.5945083,715.1702776,551.88,263.4174287,40.76028,1705.044183,342.5214158,3823.984132,668.972,890.8433333,280.9329664,312.3965504,1.752,18297.39621
915.25,50,15,145,17.5,5872.014581,2079.865574,248.7166364,34.80986006,683.8035434,669.534113,551.88,273.4671577,40.76028,1695.481059,343.3779893,3823.984132,668.972,890.8433333,280.9329664,312.3965504,1.752,18472.59178
915.25,50,15,145,20,5838.065868,2679.664768,248.167941,34.79166921,684.0317256,657.1186217,551.88,279.2411556,40.76028,1690.409926,342.1852254,3823.984132,668.972,890.8433333,280.9329664,312.3965504,1.752,19025.19816
915.25,50,15,145,22.5,5823.488709,4374.902149,248.496053,34.80140757,683.8561854,653.5432111,551.88,282.6920416,40.76028,1688.235998,341.6284258,3823.984132,668.972,890.8433333,280.9329664,312.3965504,1.752,20703.16544
915.25,50,15,145,25,5816.561132,3625.205424,250.0374963,34.84590385,684.1208734,652.3015476,551.88,281.2750645,40.76028,1687.213504,341.6731347,3823.984132,668.972,890.8433333,280.9329664,312.3965504,1.752,19944.75534
915.25,57.5,15,145,15,5935.721047,1796.910245,248.6979743,34.79787167,683.5945083,715.1702776,551.88,263.4174287,40.76028,1705.044183,342.5214158,3823.984132,668.972,1024.469833,280.9329664,312.3965504,1.752,18431.02271
915.25,57.5,15,145,17.5,5872.014581,2079.865574,248.7166364,34.80986006,683.8035434,669.534113,551.88,273.4671577,40.76028,1695.481059,343.3779893,3823.984132,668.972,1024.469833,280.9329664,312.3965504,1.752,18606.21828
915.25,57.5,15,145,20,5838.065868,2679.664768,248.167941,34.79166921,684.0317256,657.1186217,551.88,279.2411556,40.76028,1690.409926,342.1852254,3823.984132,668.972,1024.469833,280.9329664,312.3965504,1.752,19158.82466
915.25,57.5,15,145,22.5,5823.488709,4374.902149,248.496053,34.80140757,683.8561854,653.5432111,551.88,282.6920416,40.76028,1688.235998,341.6284258,3823.984132,668.972,1024.469833,280.9329664,312.3965504,1.752,20836.79194
915.25,57.5,15,145,25,5816.561132,3625.205424,250.0374963,34.84590385,684.1208734,652.3015476,551.88,281.2750645,40.76028,1687.213504,341.6731347,3823.984132,668.972,1024.469833,280.9329664,312.3965504,1.752,20078.38184
915.25,60,15,145,15,5935.721047,1796.910245,248.6979743,34.79787167,683.5945083,715.1702776,551.88,263.4174287,40.76028,1705.044183,342.5214158,3823.984132,668.972,1069.012,280.9329664,312.3965504,1.752,18475.56488
915.25,60,15,145,17.5,5872.014581,2079.865574,248.7166364,34.80986006,683.8035434,669.534113,551.88,273.4671577,40.76028,1695.481059,343.3779893,3823.984132,668.972,1069.012,280.9329664,312.3965504,1.752,18650.76044
915.25,60,15,145,20,5838.065868,2679.664768,248.167941,34.79166921,684.0317256,657.1186217,551.88,279.2411556,40.76028,1690.409926,342.1852254,3823.984132,668.972,1069.012,280.9329664,312.3965504,1.752,19203.36683
915.25,60,15,145,22.5,5823.488709,4374.902149,248.496053,34.80140757,683.8561854,653.5432111,551.88,282.6920416,40.76028,1688.235998,341.6284258,3823.984132,668.972,1069.012,280.9329664,312.3965504,1.752,20881.33411
915.25,60,15,145,25,5816.561132,3625.205424,250.0374963,34.84590385,684.1208734,652.3015476,551.88,281.2750645,40.76028,1687.213504,341.6731347,3823.984132,668.972,1069.012,280.9329664,312.3965504,1.752,20122.92401
915.25,35,15,160,15,5949.08437,1887.053223,250.6642011,35.08198229,698.4992028,723.2649443,551.88,272.3120638,40.76028,1707.040049,345.5966294,4196.634532,738.176,623.5903333,280.9329664,312.3965504,1.752,18614.71933
915.25,35,15,160,17.5,5879.617375,2280.428766,250.4932149,35.08176857,698.4873273,672.3672683,551.88,282.1728689,40.76028,1696.603729,345.2704082,4196.634532,738.176,623.5903333,280.9329664,312.3965504,1.752,18886.64539
915.25,35,15,160,20,5841.918338,2721.888959,250.3419385,35.07829194,698.333048,657.966278,551.88,288.3326937,40.76028,1690.974693,345.9599318,4196.634532,738.176,623.5903333,280.9329664,312.3965504,1.752,19276.91683
915.25,35,15,160,22.5,5820.482496,4665.939277,250.2726111,35.07592826,698.2178035,653.1318988,551.88,291.3015319,40.76028,1687.788344,345.1812533,4196.634532,738.176,623.5903333,280.9329664,312.3965504,1.752,21193.51381
915.25,35,15,160,25,5815.886992,3285.092162,250.9498113,35.09681252,698.1567172,652.249728,551.88,289.1507885,40.76028,1687.112735,345.3158602,4196.634532,738.176,623.5903333,280.9329664,312.3965504,1.752,19805.13427
915.25,45,15,160,15,5949.08437,1887.053223,250.6642011,35.08198229,698.4992028,723.2649443,551.88,272.3120638,40.76028,1707.040049,345.5966294,4196.634532,738.176,801.759,280.9329664,312.3965504,1.752,18792.88799
915.25,45,15,160,17.5,5879.617375,2280.428766,250.4932149,35.08176857,698.4873273,672.3672683,551.88,282.1728689,40.76028,1696.603729,345.2704082,4196.634532,738.176,801.759,280.9329664,312.3965504,1.752,19064.81406
915.25,45,15,160,20,5841.918338,2721.888959,250.3419385,35.07829194,698.333048,657.966278,551.88,288.3326937,40.76028,1690.974693,345.9599318,4196.634532,738.176,801.759,280.9329664,312.3965504,1.752,19455.0855
915.25,45,15,160,22.5,5820.482496,4665.939277,250.2726111,35.07592826,698.2178035,653.1318988,551.88,291.3015319,40.76028,1687.788344,345.1812533,4196.634532,738.176,801.759,280.9329664,312.3965504,1.752,21371.68247
915.25,45,15,160,25,5815.886992,3285.092162,250.9498113,35.09681252,698.1567172,652.249728,551.88,289.1507885,40.76028,1687.112735,345.3158602,4196.634532,738.176,801.759,280.9329664,312.3965504,1.752,19983.30294
915.25,50,15,160,15,5949.08437,1887.053223,250.6642011,35.08198229,698.4992028,723.2649443,551.88,272.3120638,40.76028,1707.040049,345.5966294,4196.634532,738.176,890.8433333,280.9329664,312.3965504,1.752,18881.97233
915.25,50,15,160,17.5,5879.617375,2280.428766,250.4932149,35.08176857,698.4873273,672.3672683,551.88,282.1728689,40.76028,1696.603729,345.2704082,4196.634532,738.176,890.8433333,280.9329664,312.3965504,1.752,19153.89839
915.25,50,15,160,20,5841.918338,2721.888959,250.3419385,35.07829194,698.333048,657.966278,551.88,288.3326937,40.76028,1690.974693,345.9599318,4196.634532,738.176,890.8433333,280.9329664,312.3965504,1.752,19544.16983
915.25,50,15,160,22.5,5820.482496,4665.939277,250.2726111,35.07592826,698.2178035,653.1318988,551.88,291.3015319,40.76028,1687.788344,345.1812533,4196.634532,738.176,890.8433333,280.9329664,312.3965504,1.752,21460.76681
915.25,50,15,160,25,5815.886992,3285.092162,250.9498113,35.09681252,698.1567172,652.249728,551.88,289.1507885,40.76028,1687.112735,345.3158602,4196.634532,738.176,890.8433333,280.9329664,312.3965504,1.752,20072.38727
915.25,57.5,15,160,15,5949.08437,1887.053223,250.6642011,35.08198229,698.4992028,723.2649443,551.88,272.3120638,40.76028,1707.040049,345.5966294,4196.634532,738.176,1024.469833,280.9329664,312.3965504,1.752,19015.59883
915.25,57.5,15,160,17.5,5879.617375,2280.428766,250.4932149,35.08176857,698.4873273,672.3672683,551.88,282.1728689,40.76028,1696.603729,345.2704082,4196.634532,738.176,1024.469833,280.9329664,312.3965504,1.752,19287.52489
915.25,57.5,15,160,20,5841.918338,2721.888959,250.3419385,35.07829194,698.333048,657.966278,551.88,288.3326937,40.76028,1690.974693,345.9599318,4196.634532,738.176,1024.469833,280.9329664,312.3965504,1.752,19677.79633
915.25,57.5,15,160,22.5,5820.482496,4665.939277,250.2726111,35.07592826,698.2178035,653.1318988,551.88,291.3015319,40.76028,1687.788344,345.1812533,4196.634532,738.176,1024.469833,280.9329664,312.3965504,1.752,21594.39331
915.25,57.5,15,160,25,5815.886992,3285.092162,250.9498113,35.09681252,698.1567172,652.249728,551.88,289.1507885,40.76028,1687.112735,345.3158602,4196.634532,738.176,1024.469833,280.9329664,312.3965504,1.752,20206.01377
915.25,60,15,160,15,5949.08437,1887.053223,250.6642011,35.08198229,698.4992028,723.2649443,551.88,272.3120638,40.76028,1707.040049,345.5966294,4196.634532,738.176,1069.012,280.9329664,312.3965504,1.752,19060.14099
915.25,60,15,160,17.5,5879.617375,2280.428766,250.4932149,35.08176857,698.4873273,672.3672683,551.88,282.1728689,40.76028,1696.603729,345.2704082,4196.634532,738.176,1069.012,280.9329664,312.3965504,1.752,19332.06706
915.25,60,15,160,20,5841.918338,2721.888959,250.3419385,35.07829194,698.333048,657.966278,551.88,288.3326937,40.76028,1690.974693,345.9599318,4196.634532,738.176,1069.012,280.9329664,312.3965504,1.752,19722.3385
915.25,60,15,160,22.5,5820.482496,4665.939277,250.2726111,35.07592826,698.2178035,653.1318988,551.88,291.3015319,40.76028,1687.788344,345.1812533,4196.634532,738.176,1069.012,280.9329664,312.3965504,1.752,21638.93547
915.25,60,15,160,25,5815.886992,3285.092162,250.9498113,35.09681252,698.1567172,652.249728,551.88,289.1507885,40.76028,1687.112735,345.3158602,4196.634532,738.176,1069.012,280.9329664,312.3965504,1.752,20250.55594
915.25,35,10,85,15,5886.089946,1438.249717,232.8383425,32.77010678,656.4104174,683.1631684,551.88,224.0130538,40.76028,1697.667492,328.7321875,2270.661684,392.156,623.5903333,280.9329664,312.3965504,1.752,15654.06424
915.25,35,10,85,17.5,5846.903305,1548.225307,231.8860177,32.75137411,656.5113,660.4141097,551.88,231.2071224,40.76028,1691.783542,332.7102689,2270.661684,392.156,623.5903333,280.9329664,312.3965504,1.752,15706.52216
915.25,35,10,85,20,5828.170163,1553.546695,232.5087596,32.76442781,656.4881103,654.5688602,551.88,231.1394671,40.76028,1688.958595,332.4060639,2270.661684,392.156,623.5903333,280.9329664,312.3965504,1.752,15684.68096
915.25,35,10,85,22.5,5817.136416,1684.023646,231.238263,32.73896737,656.4688468,652.4184926,551.88,233.2212161,40.76028,1687.304263,333.2302876,2270.661684,392.156,623.5903333,280.9329664,312.3965504,1.752,15801.91021
915.25,35,10,85,25,5815.426554,1664.447283,232.6242587,32.77159409,656.4740301,652.0883241,551.88,233.5681304,40.76028,1687.049076,333.2540918,2270.661684,392.156,623.5903333,280.9329664,312.3965504,1.752,15781.83316
915.25,45,10,85,15,5886.089946,1438.249717,232.8383425,32.77010678,656.4104174,683.1631684,551.88,224.0130538,40.76028,1697.667492,328.7321875,2270.661684,392.156,801.759,280.9329664,312.3965504,1.752,15832.23291
915.25,45,10,85,17.5,5846.903305,1548.225307,231.8860177,32.75137411,656.5113,660.4141097,551.88,231.2071224,40.76028,1691.783542,332.7102689,2270.661684,392.156,801.759,280.9329664,312.3965504,1.752,15884.69083
915.25,45,10,85,20,5828.170163,1553.546695,232.5087596,32.76442781,656.4881103,654.5688602,551.88,231.1394671,40.76028,1688.958595,332.4060639,2270.661684,392.156,801.759,280.9329664,312.3965504,1.752,15862.84962
915.25,45,10,85,22.5,5817.136416,1684.023646,231.238263,32.73896737,656.4688468,652.4184926,551.88,233.2212161,40.76028,1687.304263,333.2302876,2270.661684,392.156,801.759,280.9329664,312.3965504,1.752,15980.07888
915.25,45,10,85,25,5815.426554,1664.447283,232.6242587,32.77159409,656.4740301,652.0883241,551.88,233.5681304,40.76028,1687.049076,333.2540918,2270.661684,392.156,801.759,280.9329664,312.3965504,1.752,15960.00182
915.25,50,10,85,15,5886.089946,1438.249717,232.8383425,32.77010678,656.4104174,683.1631684,551.88,224.0130538,40.76028,1697.667492,328.7321875,2270.661684,392.156,890.8433333,280.9329664,312.3965504,1.752,15921.31724
915.25,50,10,85,17.5,5846.903305,1548.225307,231.8860177,32.75137411,656.5113,660.4141097,551.88,231.2071224,40.76028,1691.783542,332.7102689,2270.661684,392.156,890.8433333,280.9329664,312.3965504,1.752,15973.77516
915.25,50,10,85,20,5828.170163,1553.546695,232.5087596,32.76442781,656.4881103,654.5688602,551.88,231.1394671,40.76028,1688.958595,332.4060639,2270.661684,392.156,890.8433333,280.9329664,312.3965504,1.752,15951.93396
915.25,50,10,85,22.5,5817.136416,1684.023646,231.238263,32.73896737,656.4688468,652.4184926,551.88,233.2212161,40.76028,1687.304263,333.2302876,2270.661684,392.156,890.8433333,280.9329664,312.3965504,1.752,16069.16321
915.25,50,10,85,25,5815.426554,1664.447283,232.6242587,32.77159409,656.4740301,652.0883241,551.88,233.5681304,40.76028,1687.049076,333.2540918,2270.661684,392.156,890.8433333,280.9329664,312.3965504,1.752,16049.08616
915.25,57.5,10,85,15,5886.089946,1438.249717,232.8383425,32.77010678,656.4104174,683.1631684,551.88,224.0130538,40.76028,1697.667492,328.7321875,2270.661684,392.156,1024.469833,280.9329664,312.3965504,1.752,16054.94374
915.25,57.5,10,85,17.5,5846.903305,1548.225307,231.8860177,32.75137411,656.5113,660.4141097,551.88,231.2071224,40.76028,1691.783542,332.7102689,2270.661684,392.156,1024.469833,280.9329664,312.3965504,1.752,16107.40166
915.25,57.5,10,85,20,5828.170163,1553.546695,232.5087596,32.76442781,656.4881103,654.5688602,551.88,231.1394671,40.76028,1688.958595,332.4060639,2270.661684,392.156,1024.469833,280.9329664,312.3965504,1.752,16085.56046
915.25,57.5,10,85,22.5,5817.136416,1684.023646,231.238263,32.73896737,656.4688468,652.4184926,551.88,233.2212161,40.76028,1687.304263,333.2302876,2270.661684,392.156,1024.469833,280.9329664,312.3965504,1.752,16202.78971
915.25,57.5,10,85,25,5815.426554,1664.447283,232.6242587,32.77159409,656.4740301,652.0883241,551.88,233.5681304,40.76028,1687.049076,333.2540918,2270.661684,392.156,1024.469833,280.9329664,312.3965504,1.752,16182.71266
915.25,60,10,85,15,5886.089946,1438.249717,232.8383425,32.77010678,656.4104174,683.1631684,551.88,224.0130538,40.76028,1697.667492,328.7321875,2270.661684,392.156,1069.012,280.9329664,312.3965504,1.752,16099.48591
915.25,60,10,85,17.5,5846.903305,1548.225307,231.8860177,32.75137411,656.5113,660.4141097,551.88,231.2071224,40.76028,1691.783542,332.7102689,2270.661684,392.156,1069.012,280.9329664,312.3965504,1.752,16151.94383
915.25,60,10,85,20,5828.170163,1553.546695,232.5087596,32.76442781,656.4881103,654.5688602,551.88,231.1394671,40.76028,1688.958595,332.4060639,2270.661684,392.156,1069.012,280.9329664,312.3965504,1.752,16130.10262
915.25,60,10,85,22.5,5817.136416,1684.023646,231.238263,32.73896737,656.4688468,652.4184926,551.88,233.2212161,40.76028,1687.304263,333.2302876,2270.661684,392.156,1069.012,280.9329664,312.3965504,1.752,16247.33188
915.25,60,10,85,25,5815.426554,1664.447283,232.6242587,32.77159409,656.4740301,652.0883241,551.88,233.5681304,40.76028,1687.049076,333.2540918,2270.661684,392.156,1069.012,280.9329664,312.3965504,1.752,16227.25482
915.25,35,10,100,15,5898.14055,1515.855853,236.4827114,33.4109669,661.8404034,690.6475642,551.88,232.7966345,40.76028,1699.474218,332.4604248,2643.312084,461.36,623.5903333,280.9329664,312.3965504,1.752,16217.09354
915.25,35,10,100,17.5,5852.971411,1646.848093,237.6391235,33.43593194,661.6948139,662.4426501,551.88,241.0199819,40.76028,1692.682466,336.1214023,2643.312084,461.36,623.5903333,280.9329664,312.3965504,1.752,16280.84009
915.25,35,10,100,20,5830.43758,1612.552991,237.9840596,33.4461738,661.5831521,655.1113471,551.88,243.1719926,40.76028,1689.29014,336.8632575,2643.312084,461.36,623.5903333,280.9329664,312.3965504,1.752,16216.42491
915.25,35,10,100,22.5,5818.455954,1887.886531,237.5370973,33.43828655,661.7039897,652.6304124,551.88,244.2965456,40.76028,1687.50596,336.4527446,2643.312084,461.36,623.5903333,280.9329664,312.3965504,1.752,16475.89173
915.25,35,10,100,25,5813.523484,1915.900181,237.2679658,33.4267516,661.431048,651.8756152,551.88,245.6402094,40.76028,1686.762949,336.2540935,2643.312084,461.36,623.5903333,280.9329664,312.3965504,1.752,16498.06651
915.25,45,10,100,15,5898.14055,1515.855853,236.4827114,33.4109669,661.8404034,690.6475642,551.88,232.7966345,40.76028,1699.474218,332.4604248,2643.312084,461.36,801.759,280.9329664,312.3965504,1.752,16395.26221
915.25,45,10,100,17.5,5852.971411,1646.848093,237.6391235,33.43593194,661.6948139,662.4426501,551.88,241.0199819,40.76028,1692.682466,336.1214023,2643.312084,461.36,801.759,280.9329664,312.3965504,1.752,16459.00875
915.25,45,10,100,20,5830.43758,1612.552991,237.9840596,33.4461738,661.5831521,655.1113471,551.88,243.1719926,40.76028,1689.29014,336.8632575,2643.312084,461.36,801.759,280.9329664,312.3965504,1.752,16394.59357
915.25,45,10,100,22.5,5818.455954,1887.886531,237.5370973,33.43828655,661.7039897,652.6304124,551.88,244.2965456,40.76028,1687.50596,336.4527446,2643.312084,461.36,801.759,280.9329664,312.3965504,1.752,16654.0604
915.25,45,10,100,25,5813.523484,1915.900181,237.2679658,33.4267516,661.431048,651.8756152,551.88,245.6402094,40.76028,1686.762949,336.2540935,2643.312084,461.36,801.759,280.9329664,312.3965504,1.752,16676.23518
915.25,50,10,100,15,5898.14055,1515.855853,236.4827114,33.4109669,661.8404034,690.6475642,551.88,232.7966345,40.76028,1699.474218,332.4604248,2643.312084,461.36,890.8433333,280.9329664,312.3965504,1.752,16484.34654
915.25,50,10,100,17.5,5852.971411,1646.848093,237.6391235,33.43593194,661.6948139,662.4426501,551.88,241.0199819,40.76028,1692.682466,336.1214023,2643.312084,461.36,890.8433333,280.9329664,312.3965504,1.752,16548.09309
915.25,50,10,100,20,5830.43758,1612.552991,237.9840596,33.4461738,661.5831521,655.1113471,551.88,243.1719926,40.76028,1689.29014,336.8632575,2643.312084,461.36,890.8433333,280.9329664,312.3965504,1.752,16483.67791
915.25,50,10,100,22.5,5818.455954,1887.886531,237.5370973,33.43828655,661.7039897,652.6304124,551.88,244.2965456,40.76028,1687.50596,336.4527446,2643.312084,461.36,890.8433333,280.9329664,312.3965504,1.752,16743.14473
915.25,50,10,100,25,5813.523484,1915.900181,237.2679658,33.4267516,661.431048,651.8756152,551.88,245.6402094,40.76028,1686.762949,336.2540935,2643.312084,461.36,890.8433333,280.9329664,312.3965504,1.752,16765.31951
915.25,57.5,10,100,15,5898.14055,1515.855853,236.4827114,33.4109669,661.8404034,690.6475642,551.88,232.7966345,40.76028,1699.474218,332.4604248,2643.312084,461.36,1024.469833,280.9329664,312.3965504,1.752,16617.97304
915.25,57.5,10,100,17.5,5852.971411,1646.848093,237.6391235,33.43593194,661.6948139,662.4426501,551.88,241.0199819,40.76028,1692.682466,336.1214023,2643.312084,461.36,1024.469833,280.9329664,312.3965504,1.752,16681.71959
915.25,57.5,10,100,20,5830.43758,1612.552991,237.9840596,33.4461738,661.5831521,655.1113471,551.88,243.1719926,40.76028,1689.29014,336.8632575,2643.312084,461.36,1024.469833,280.9329664,312.3965504,1.752,16617.30441
915.25,57.5,10,100,22.5,5818.455954,1887.886531,237.5370973,33.43828655,661.7039897,652.6304124,551.88,244.2965456,40.76028,1687.50596,336.4527446,2643.312084,461.36,1024.469833,280.9329664,312.3965504,1.752,16876.77123
915.25,57.5,10,100,25,5813.523484,1915.900181,237.2679658,33.4267516,661.431048,651.8756152,551.88,245.6402094,40.76028,1686.762949,336.2540935,2643.312084,461.36,1024.469833,280.9329664,312.3965504,1.752,16898.94601
915.25,60,10,100,15,5898.14055,1515.855853,236.4827114,33.4109669,661.8404034,690.6475642,551.88,232.7966345,40.76028,1699.474218,332.4604248,2643.312084,461.36,1069.012,280.9329664,312.3965504,1.752,16662.51521
915.25,60,10,100,17.5,5852.971411,1646.848093,237.6391235,33.43593194,661.6948139,662.4426501,551.88,241.0199819,40.76028,1692.682466,336.1214023,2643.312084,461.36,1069.012,280.9329664,312.3965504,1.752,16726.26175
915.25,60,10,100,20,5830.43758,1612.552991,237.9840596,33.4461738,661.5831521,655.1113471,551.88,243.1719926,40.76028,1689.29014,336.8632575,2643.312084,461.36,1069.012,280.9329664,312.3965504,1.752,16661.84657
915.25,60,10,100,22.5,5818.455954,1887.886531,237.5370973,33.43828655,661.7039897,652.6304124,551.88,244.2965456,40.76028,1687.50596,336.4527446,2643.312084,461.36,1069.012,280.9329664,312.3965504,1.752,16921.3134
915.25,60,10,100,25,5813.523484,1915.900181,237.2679658,33.4267516,661.431048,651.8756152,551.88,245.6402094,40.76028,1686.762949,336.2540935,2643.312084,461.36,1069.012,280.9329664,312.3965504,1.752,16943.48818
915.25,35,10,115,15,5910.279468,1601.973371,241.5144145,33.94442766,667.3960014,697.9235081,551.88,242.7028573,40.76028,1701.282546,336.4860379,3015.962484,530.564,623.5903333,280.9329664,312.3965504,1.752,16791.34125
915.25,35,10,115,17.5,5859.667336,1771.333282,241.793441,33.95024601,666.9529397,664.7213256,551.88,251.6510462,40.76028,1693.67355,339.5373737,3015.962484,530.564,623.5903333,280.9329664,312.3965504,1.752,16881.11915
915.25,35,10,115,20,5834.986204,2078.237822,242.6104771,33.96901599,666.8528195,656.1307779,551.88,254.7364609,40.76028,1689.953299,339.2156266,3015.962484,530.564,623.5903333,280.9329664,312.3965504,1.752,17154.53112
915.25,35,10,115,22.5,5820.902841,1980.113544,242.2961833,33.96489606,666.9277231,653.03289,551.88,255.7539662,40.76028,1687.862548,338.6145513,3015.962484,530.564,623.5903333,280.9329664,312.3965504,1.752,17037.30776
915.25,35,10,115,25,5814.894443,2230.70322,241.7161672,33.93945609,666.7156258,652.0535247,551.88,256.3418489,40.76028,1686.967687,338.1314747,3015.962484,530.564,623.5903333,280.9329664,312.3965504,1.752,17279.30206
915.25,45,10,115,15,5910.279468,1601.973371,241.5144145,33.94442766,667.3960014,697.9235081,551.88,242.7028573,40.76028,1701.282546,336.4860379,3015.962484,530.564,801.759,280.9329664,312.3965504,1.752,16969.50991
915.25,45,10,115,17.5,5859.667336,1771.333282,241.793441,33.95024601,666.9529397,664.7213256,551.88,251.6510462,40.76028,1693.67355,339.5373737,3015.962484,530.564,801.759,280.9329664,312.3965504,1.752,17059.28782
915.25,45,10,115,20,5834.986204,2078.237822,242.6104771,33.96901599,666.8528195,656.1307779,551.88,254.7364609,40.76028,1689.953299,339.2156266,3015.962484,530.564,801.759,280.9329664,312.3965504,1.752,17332.69978
