FFU Air Flow Rate [kg/s],ULPA Pressure Drop [Pa],Cleanroom Overpressure [Pa],Process Exhaust [kg/s],Cooling Bifurcation Temperature [C],Chiller [MWha],LT Chiller [MWha],Booster Heat Pump [MWha],Hot Water Pump [MWha],Heat Recovery Water Pump [MWha],Chilled Water to Fab Pump [MWha],Chilled Water to PCW Pump [MWha],LT Chilled Water To Fab Pump [MWha],LT Chilled Water To PCW Pump [MWha],Cooling Water For Chiller Pump [MWha],Cooling Water For LT Chiller Pump [MWha],Cleanroom MAU Fan [MWha],Cleanroom Exhaust Fan [MWha],Cleanroom FFU Fan [MWha],Chem Room AHU Fan [MWha],Fac AHU Fan [MWha],Fac Recirculation Fan [MWha],Total [MWha]
605.94912,35,30,100,17.5,5856.015985,1700.924342,239.6253708,33.68088607,664.0035816,663.4604331,551.88,245.744845,40.76028,1693.133755,337.7438626,2810.165419,461.36,412.8533338,280.9329664,312.3965504,1.752,16306.43361
605.94912,35,30,100,20,5832.550477,1804.561708,240.2141023,33.69616387,663.8758773,655.5770586,551.88,248.3602594,40.76028,1689.598041,338.1278011,2810.165419,461.36,412.8533338,280.9329664,312.3965504,1.752,16378.66204
605.94912,35,30,100,22.5,5819.495938,1867.735202,239.8476724,33.69035551,663.9933343,652.7996236,551.88,249.2962027,40.76028,1687.658037,337.5561112,2810.165419,461.36,412.8533338,280.9329664,312.3965504,1.752,16424.17303
605.94912,35,30,100,25,5813.960067,2020.873458,239.2632234,33.66747142,663.7113091,651.933746,551.88,250.4153894,40.76028,1686.828134,337.2021479,2810.165419,461.36,412.8533338,280.9329664,312.3965504,1.752,16569.9555
605.94912,45,30,100,15,5903.616416,1553.713151,238.7314754,33.66228175,664.3201314,693.881736,551.88,237.1771463,40.76028,1700.291614,334.3188914,2810.165419,461.36,530.8114291,280.9329664,312.3965504,1.752,16349.77149
605.94912,45,30,100,17.5,5856.015985,1700.924342,239.6253708,33.68088607,664.0035816,663.4604331,551.88,245.744845,40.76028,1693.133755,337.7438626,2810.165419,461.36,530.8114291,280.9329664,312.3965504,1.752,16424.39171
605.94912,45,30,100,20,5832.550477,1804.561708,240.2141023,33.69616387,663.8758773,655.5770586,551.88,248.3602594,40.76028,1689.598041,338.1278011,2810.165419,461.36,530.8114291,280.9329664,312.3965504,1.752,16496.62013
605.94912,45,30,100,22.5,5819.495938,1867.735202,239.8476724,33.69035551,663.9933343,652.7996236,551.88,249.2962027,40.76028,1687.658037,337.5561112,2810.165419,461.36,530.8114291,280.9329664,312.3965504,1.752,16542.13112
605.94912,45,30,100,25,5813.960067,2020.873458,239.2632234,33.66747142,663.7113091,651.933746,551.88,250.4153894,40.76028,1686.828134,337.2021479,2810.165419,461.36,530.8114291,280.9329664,312.3965504,1.752,16687.91359
605.94912,50,30,100,15,5903.616416,1553.713151,238.7314754,33.66228175,664.3201314,693.881736,551.88,237.1771463,40.76028,1700.291614,334.3188914,2810.165419,461.36,589.7904768,280.9329664,312.3965504,1.752,16408.75054
605.94912,50,30,100,17.5,5856.015985,1700.924342,239.6253708,33.68088607,664.0035816,663.4604331,551.88,245.744845,40.76028,1693.133755,337.7438626,2810.165419,461.36,589.7904768,280.9329664,312.3965504,1.752,16483.37075
605.94912,50,30,100,20,5832.550477,1804.561708,240.2141023,33.69616387,663.8758773,655.5770586,551.88,248.3602594,40.76028,1689.598041,338.1278011,2810.165419,461.36,589.7904768,280.9329664,312.3965504,1.752,16555.59918
605.94912,50,30,100,22.5,5819.495938,1867.735202,239.8476724,33.69035551,663.9933343,652.7996236,551.88,249.2962027,40.76028,1687.658037,337.5561112,2810.165419,461.36,589.7904768,280.9329664,312.3965504,1.752,16601.11017
605.94912,50,30,100,25,5813.960067,2020.873458,239.2632234,33.66747142,663.7113091,651.933746,551.88,250.4153894,40.76028,1686.828134,337.2021479,2810.165419,461.36,589.7904768,280.9329664,312.3965504,1.752,16746.89264
605.94912,57.5,30,100,15,5903.616416,1553.713151,238.7314754,33.66228175,664.3201314,693.881736,551.88,237.1771463,40.76028,1700.291614,334.3188914,2810.165419,461.36,678.2590483,280.9329664,312.3965504,1.752,16497.21911
605.94912,57.5,30,100,17.5,5856.015985,1700.924342,239.6253708,33.68088607,664.0035816,663.4604331,551.88,245.744845,40.76028,1693.133755,337.7438626,2810.165419,461.36,678.2590483,280.9329664,312.3965504,1.752,16571.83933
605.94912,57.5,30,100,20,5832.550477,1804.561708,240.2141023,33.69616387,663.8758773,655.5770586,551.88,248.3602594,40.76028,1689.598041,338.1278011,2810.165419,461.36,678.2590483,280.9329664,312.3965504,1.752,16644.06775
605.94912,57.5,30,100,22.5,5819.495938,1867.735202,239.8476724,33.69035551,663.9933343,652.7996236,551.88,249.2962027,40.76028,1687.658037,337.5561112,2810.165419,461.36,678.2590483,280.9329664,312.3965504,1.752,16689.57874
605.94912,57.5,30,100,25,5813.960067,2020.873458,239.2632234,33.66747142,663.7113091,651.933746,551.88,250.4153894,40.76028,1686.828134,337.2021479,2810.165419,461.36,678.2590483,280.9329664,312.3965504,1.752,16835.36121
605.94912,60,30,100,15,5903.616416,1553.713151,238.7314754,33.66228175,664.3201314,693.881736,551.88,237.1771463,40.76028,1700.291614,334.3188914,2810.165419,461.36,707.7485722,280.9329664,312.3965504,1.752,16526.70863
605.94912,60,30,100,17.5,5856.015985,1700.924342,239.6253708,33.68088607,664.0035816,663.4604331,551.88,245.744845,40.76028,1693.133755,337.7438626,2810.165419,461.36,707.7485722,280.9329664,312.3965504,1.752,16601.32885
605.94912,60,30,100,20,5832.550477,1804.561708,240.2141023,33.69616387,663.8758773,655.5770586,551.88,248.3602594,40.76028,1689.598041,338.1278011,2810.165419,461.36,707.7485722,280.9329664,312.3965504,1.752,16673.55728
605.94912,60,30,100,22.5,5819.495938,1867.735202,239.8476724,33.69035551,663.9933343,652.7996236,551.88,249.2962027,40.76028,1687.658037,337.5561112,2810.165419,461.36,707.7485722,280.9329664,312.3965504,1.752,16719.06826
605.94912,60,30,100,25,5813.960067,2020.873458,239.2632234,33.66747142,663.7113091,651.933746,551.88,250.4153894,40.76028,1686.828134,337.2021479,2810.165419,461.36,707.7485722,280.9329664,312.3965504,1.752,16864.85074
605.94912,35,30,115,15,5915.574499,1641.87963,243.5749305,34.1521074,669.9782703,701.2966973,551.88,247.1731224,40.76028,1702.067181,338.0491637,3182.815819,530.564,412.8533338,280.9329664,312.3965504,1.752,16807.70055
605.94912,35,30,115,17.5,5862.432861,1830.125611,243.4051663,34.14993051,669.5390144,665.7228496,551.88,256.4088986,40.76028,1694.080717,340.7331883,3182.815819,530.564,412.8533338,280.9329664,312.3965504,1.752,16910.55319
605.94912,35,30,115,20,5836.460114,2287.103101,244.224762,34.16692887,669.5004513,656.4922839,551.88,259.9171724,40.76028,1690.168838,339.8277652,3182.815819,530.564,412.8533338,280.9329664,312.3965504,1.752,17331.81637
605.94912,35,30,115,22.5,5821.994722,2248.665109,243.9817064,34.16478832,669.5207323,653.218935,551.88,261.2568142,40.76028,1688.021014,339.2668171,3182.815819,530.564,412.8533338,280.9329664,312.3965504,1.752,17274.04559
605.94912,35,30,115,25,5815.676018,2481.154209,243.6888928,34.14672582,669.413405,652.154626,551.88,261.3414542,40.76028,1687.084204,338.7638056,3182.815819,530.564,412.8533338,280.9329664,312.3965504,1.752,17497.37829
605.94912,45,30,115,15,5915.574499,1641.87963,243.5749305,34.1521074,669.9782703,701.2966973,551.88,247.1731224,40.76028,1702.067181,338.0491637,3182.815819,530.564,530.8114291,280.9329664,312.3965504,1.752,16925.65865
605.94912,45,30,115,17.5,5862.432861,1830.125611,243.4051663,34.14993051,669.5390144,665.7228496,551.88,256.4088986,40.76028,1694.080717,340.7331883,3182.815819,530.564,530.8114291,280.9329664,312.3965504,1.752,17028.51128
605.94912,45,30,115,20,5836.460114,2287.103101,244.224762,34.16692887,669.5004513,656.4922839,551.88,259.9171724,40.76028,1690.168838,339.8277652,3182.815819,530.564,530.8114291,280.9329664,312.3965504,1.752,17449.77446
605.94912,45,30,115,22.5,5821.994722,2248.665109,243.9817064,34.16478832,669.5207323,653.218935,551.88,261.2568142,40.76028,1688.021014,339.2668171,3182.815819,530.564,530.8114291,280.9329664,312.3965504,1.752,17392.00368
605.94912,45,30,115,25,5815.676018,2481.154209,243.6888928,34.14672582,669.413405,652.154626,551.88,261.3414542,40.76028,1687.084204,338.7638056,3182.815819,530.564,530.8114291,280.9329664,312.3965504,1.752,17615.33639
605.94912,50,30,115,15,5915.574499,1641.87963,243.5749305,34.1521074,669.9782703,701.2966973,551.88,247.1731224,40.76028,1702.067181,338.0491637,3182.815819,530.564,589.7904768,280.9329664,312.3965504,1.752,16984.63769
605.94912,50,30,115,17.5,5862.432861,1830.125611,243.4051663,34.14993051,669.5390144,665.7228496,551.88,256.4088986,40.76028,1694.080717,340.7331883,3182.815819,530.564,589.7904768,280.9329664,312.3965504,1.752,17087.49033
605.94912,50,30,115,20,5836.460114,2287.103101,244.224762,34.16692887,669.5004513,656.4922839,551.88,259.9171724,40.76028,1690.168838,339.8277652,3182.815819,530.564,589.7904768,280.9329664,312.3965504,1.752,17508.75351
605.94912,50,30,115,22.5,5821.994722,2248.665109,243.9817064,34.16478832,669.5207323,653.218935,551.88,261.2568142,40.76028,1688.021014,339.2668171,3182.815819,530.564,589.7904768,280.9329664,312.3965504,1.752,17450.98273
605.94912,50,30,115,25,5815.676018,2481.154209,243.6888928,34.14672582,669.413405,652.154626,551.88,261.3414542,40.76028,1687.084204,338.7638056,3182.815819,530.564,589.7904768,280.9329664,312.3965504,1.752,17674.31543
605.94912,57.5,30,115,15,5915.574499,1641.87963,243.5749305,34.1521074,669.9782703,701.2966973,551.88,247.1731224,40.76028,1702.067181,338.0491637,3182.815819,530.564,678.2590483,280.9329664,312.3965504,1.752,17073.10627
605.94912,57.5,30,115,17.5,5862.432861,1830.125611,243.4051663,34.14993051,669.5390144,665.7228496,551.88,256.4088986,40.76028,1694.080717,340.7331883,3182.815819,530.564,678.2590483,280.9329664,312.3965504,1.752,17175.9589
605.94912,57.5,30,115,20,5836.460114,2287.103101,244.224762,34.16692887,669.5004513,656.4922839,551.88,259.9171724,40.76028,1690.168838,339.8277652,3182.815819,530.564,678.2590483,280.9329664,312.3965504,1.752,17597.22208
605.94912,57.5,30,115,22.5,5821.994722,2248.665109,243.9817064,34.16478832,669.5207323,653.218935,551.88,261.2568142,40.76028,1688.021014,339.2668171,3182.815819,530.564,678.2590483,280.9329664,312.3965504,1.752,17539.4513
605.94912,57.5,30,115,25,5815.676018,2481.154209,243.6888928,34.14672582,669.413405,652.154626,551.88,261.3414542,40.76028,1687.084204,338.7638056,3182.815819,530.564,678.2590483,280.9329664,312.3965504,1.752,17762.78401
605.94912,60,30,115,15,5915.574499,1641.87963,243.5749305,34.1521074,669.9782703,701.2966973,551.88,247.1731224,40.76028,1702.067181,338.0491637,3182.815819,530.564,707.7485722,280.9329664,312.3965504,1.752,17102.59579
605.94912,60,30,115,17.5,5862.432861,1830.125611,243.4051663,34.14993051,669.5390144,665.7228496,551.88,256.4088986,40.76028,1694.080717,340.7331883,3182.815819,530.564,707.7485722,280.9329664,312.3965504,1.752,17205.44842
605.94912,60,30,115,20,5836.460114,2287.103101,244.224762,34.16692887,669.5004513,656.4922839,551.88,259.9171724,40.76028,1690.168838,339.8277652,3182.815819,530.564,707.7485722,280.9329664,312.3965504,1.752,17626.7116
605.94912,60,30,115,22.5,5821.994722,2248.665109,243.9817064,34.16478832,669.5207323,653.218935,551.88,261.2568142,40.76028,1688.021014,339.2668171,3182.815819,530.564,707.7485722,280.9329664,312.3965504,1.752,17568.94083
605.94912,60,30,115,25,5815.676018,2481.154209,243.6888928,34.14672582,669.413405,652.154626,551.88,261.3414542,40.76028,1687.084204,338.7638056,3182.815819,530.564,707.7485722,280.9329664,312.3965504,1.752,17792.27353
605.94912,35,30,129.55,15,5926.824396,1729.257978,246.9991346,34.5435147,676.5199859,708.9752581,551.88,256.5456129,40.76028,1703.728695,340.7648962,3544.286707,597.69188,412.8533338,280.9329664,312.3965504,1.752,17366.71319
605.94912,35,30,129.55,17.5,5867.83378,1963.401882,246.5979896,34.54273251,676.4018449,667.8313956,551.88,266.331201,40.76028,1694.870778,342.4824928,3544.286707,597.69188,412.8533338,280.9329664,312.3965504,1.752,17502.84781
605.94912,35,30,129.55,20,5837.779057,2595.695858,246.7689464,34.54141172,676.5574286,656.9299653,551.88,271.0664324,40.76028,1690.36446,340.8957655,3544.286707,597.69188,412.8533338,280.9329664,312.3965504,1.752,18093.15304
605.94912,35,30,129.55,22.5,5823.594809,3362.707042,246.8471746,34.54657591,676.4454799,653.5154165,551.88,273.6349194,40.76028,1688.253108,340.4063982,3544.286707,597.69188,412.8533338,280.9329664,312.3965504,1.752,18842.50464
605.94912,35,30,129.55,25,5816.676744,3186.146353,247.6801656,34.56462109,676.6074335,652.2952798,551.88,272.7502457,40.76028,1687.232256,340.1376035,3544.286707,597.69188,412.8533338,280.9329664,312.3965504,1.752,18656.64442
605.94912,45,30,129.55,15,5926.824396,1729.257978,246.9991346,34.5435147,676.5199859,708.9752581,551.88,256.5456129,40.76028,1703.728695,340.7648962,3544.286707,597.69188,530.8114291,280.9329664,312.3965504,1.752,17484.67129
605.94912,45,30,129.55,17.5,5867.83378,1963.401882,246.5979896,34.54273251,676.4018449,667.8313956,551.88,266.331201,40.76028,1694.870778,342.4824928,3544.286707,597.69188,530.8114291,280.9329664,312.3965504,1.752,17620.80591
605.94912,45,30,129.55,20,5837.779057,2595.695858,246.7689464,34.54141172,676.5574286,656.9299653,551.88,271.0664324,40.76028,1690.36446,340.8957655,3544.286707,597.69188,530.8114291,280.9329664,312.3965504,1.752,18211.11114
605.94912,45,30,129.55,22.5,5823.594809,3362.707042,246.8471746,34.54657591,676.4454799,653.5154165,551.88,273.6349194,40.76028,1688.253108,340.4063982,3544.286707,597.69188,530.8114291,280.9329664,312.3965504,1.752,18960.46274
605.94912,45,30,129.55,25,5816.676744,3186.146353,247.6801656,34.56462109,676.6074335,652.2952798,551.88,272.7502457,40.76028,1687.232256,340.1376035,3544.286707,597.69188,530.8114291,280.9329664,312.3965504,1.752,18774.60252
605.94912,50,30,129.55,15,5926.824396,1729.257978,246.9991346,34.5435147,676.5199859,708.9752581,551.88,256.5456129,40.76028,1703.728695,340.7648962,3544.286707,597.69188,589.7904768,280.9329664,312.3965504,1.752,17543.65033
605.94912,50,30,129.55,17.5,5867.83378,1963.401882,246.5979896,34.54273251,676.4018449,667.8313956,551.88,266.331201,40.76028,1694.870778,342.4824928,3544.286707,597.69188,589.7904768,280.9329664,312.3965504,1.752,17679.78496
605.94912,50,30,129.55,20,5837.779057,2595.695858,246.7689464,34.54141172,676.5574286,656.9299653,551.88,271.0664324,40.76028,1690.36446,340.8957655,3544.286707,597.69188,589.7904768,280.9329664,312.3965504,1.752,18270.09019
605.94912,50,30,129.55,22.5,5823.594809,3362.707042,246.8471746,34.54657591,676.4454799,653.5154165,551.88,273.6349194,40.76028,1688.253108,340.4063982,3544.286707,597.69188,589.7904768,280.9329664,312.3965504,1.752,19019.44178
605.94912,50,30,129.55,25,5816.676744,3186.146353,247.6801656,34.56462109,676.6074335,652.2952798,551.88,272.7502457,40.76028,1687.232256,340.1376035,3544.286707,597.69188,589.7904768,280.9329664,312.3965504,1.752,18833.58156
605.94912,57.5,30,129.55,15,5926.824396,1729.257978,246.9991346,34.5435147,676.5199859,708.9752581,551.88,256.5456129,40.76028,1703.728695,340.7648962,3544.286707,597.69188,678.2590483,280.9329664,312.3965504,1.752,17632.1189
605.94912,57.5,30,129.55,17.5,5867.83378,1963.401882,246.5979896,34.54273251,676.4018449,667.8313956,551.88,266.331201,40.76028,1694.870778,342.4824928,3544.286707,597.69188,678.2590483,280.9329664,312.3965504,1.752,17768.25353
605.94912,57.5,30,129.55,20,5837.779057,2595.695858,246.7689464,34.54141172,676.5574286,656.9299653,551.88,271.0664324,40.76028,1690.36446,340.8957655,3544.286707,597.69188,678.2590483,280.9329664,312.3965504,1.752,18358.55876
605.94912,57.5,30,129.55,22.5,5823.594809,3362.707042,246.8471746,34.54657591,676.4454799,653.5154165,551.88,273.6349194,40.76028,1688.253108,340.4063982,3544.286707,597.69188,678.2590483,280.9329664,312.3965504,1.752,19107.91036
605.94912,57.5,30,129.55,25,5816.676744,3186.146353,247.6801656,34.56462109,676.6074335,652.2952798,551.88,272.7502457,40.76028,1687.232256,340.1376035,3544.286707,597.69188,678.2590483,280.9329664,312.3965504,1.752,18922.05013
605.94912,60,30,129.55,15,5926.824396,1729.257978,246.9991346,34.5435147,676.5199859,708.9752581,551.88,256.5456129,40.76028,1703.728695,340.7648962,3544.286707,597.69188,707.7485722,280.9329664,312.3965504,1.752,17661.60843
605.94912,60,30,129.55,17.5,5867.83378,1963.401882,246.5979896,34.54273251,676.4018449,667.8313956,551.88,266.331201,40.76028,1694.870778,342.4824928,3544.286707,597.69188,707.7485722,280.9329664,312.3965504,1.752,17797.74305
605.94912,60,30,129.55,20,5837.779057,2595.695858,246.7689464,34.54141172,676.5574286,656.9299653,551.88,271.0664324,40.76028,1690.36446,340.8957655,3544.286707,597.69188,707.7485722,280.9329664,312.3965504,1.752,18388.04828
605.94912,60,30,129.55,22.5,5823.594809,3362.707042,246.8471746,34.54657591,676.4454799,653.5154165,551.88,273.6349194,40.76028,1688.253108,340.4063982,3544.286707,597.69188,707.7485722,280.9329664,312.3965504,1.752,19137.39988
605.94912,60,30,129.55,25,5816.676744,3186.146353,247.6801656,34.56462109,676.6074335,652.2952798,551.88,272.7502457,40.76028,1687.232256,340.1376035,3544.286707,597.69188,707.7485722,280.9329664,312.3965504,1.752,18951.53966
605.94912,35,30,145,15,5939.211455,1822.0634,249.2123546,34.88308499,686.9863312,717.4818295,551.88,265.910748,40.76028,1705.562606,343.2241174,3928.116619,668.972,412.8533338,280.9329664,312.3965504,1.752,17962.19968
605.94912,35,30,145,17.5,5873.787072,2129.112958,249.3705093,34.8979504,687.253364,670.2336274,551.88,275.9884558,40.76028,1695.741067,343.7480991,3928.116619,668.972,412.8533338,280.9329664,312.3965504,1.752,18157.79685
605.94912,35,30,145,20,5838.47403,2688.594639,248.6781024,34.87720188,687.450055,657.2382516,551.88,282.0551189,40.76028,1690.470698,342.9349267,3928.116619,668.972,412.8533338,280.9329664,312.3965504,1.752,18668.43677
605.94912,35,30,145,22.5,5823.023004,4651.107219,249.0238988,34.88665738,687.270531,653.4875308,551.88,285.6466261,40.76028,1688.166699,342.3237971,3928.116619,668.972,412.8533338,280.9329664,312.3965504,1.752,20612.59971
605.94912,35,30,145,25,5816.372619,3679.926549,250.6148778,34.9344093,687.5132977,652.2870313,551.88,284.0550138,40.76028,1687.184959,342.4613574,3928.116619,668.972,412.8533338,280.9329664,312.3965504,1.752,19633.01386
605.94912,45,30,145,15,5939.211455,1822.0634,249.2123546,34.88308499,686.9863312,717.4818295,551.88,265.910748,40.76028,1705.562606,343.2241174,3928.116619,668.972,530.8114291,280.9329664,312.3965504,1.752,18080.15777
605.94912,45,30,145,17.5,5873.787072,2129.112958,249.3705093,34.8979504,687.253364,670.2336274,551.88,275.9884558,40.76028,1695.741067,343.7480991,3928.116619,668.972,530.8114291,280.9329664,312.3965504,1.752,18275.75495
605.94912,45,30,145,20,5838.47403,2688.594639,248.6781024,34.87720188,687.450055,657.2382516,551.88,282.0551189,40.76028,1690.470698,342.9349267,3928.116619,668.972,530.8114291,280.9329664,312.3965504,1.752,18786.39487
605.94912,45,30,145,22.5,5823.023004,4651.107219,249.0238988,34.88665738,687.270531,653.4875308,551.88,285.6466261,40.76028,1688.166699,342.3237971,3928.116619,668.972,530.8114291,280.9329664,312.3965504,1.752,20730.55781
605.94912,45,30,145,25,5816.372619,3679.926549,250.6148778,34.9344093,687.5132977,652.2870313,551.88,284.0550138,40.76028,1687.184959,342.4613574,3928.116619,668.972,530.8114291,280.9329664,312.3965504,1.752,19750.97196
605.94912,50,30,145,15,5939.211455,1822.0634,249.2123546,34.88308499,686.9863312,717.4818295,551.88,265.910748,40.76028,1705.562606,343.2241174,3928.116619,668.972,589.7904768,280.9329664,312.3965504,1.752,18139.13682
605.94912,50,30,145,17.5,5873.787072,2129.112958,249.3705093,34.8979504,687.253364,670.2336274,551.88,275.9884558,40.76028,1695.741067,343.7480991,3928.116619,668.972,589.7904768,280.9329664,312.3965504,1.752,18334.734
605.94912,50,30,145,20,5838.47403,2688.594639,248.6781024,34.87720188,687.450055,657.2382516,551.88,282.0551189,40.76028,1690.470698,342.9349267,3928.116619,668.972,589.7904768,280.9329664,312.3965504,1.752,18845.37392
605.94912,50,30,145,22.5,5823.023004,4651.107219,249.0238988,34.88665738,687.270531,653.4875308,551.88,285.6466261,40.76028,1688.166699,342.3237971,3928.116619,668.972,589.7904768,280.9329664,312.3965504,1.752,20789.53686
605.94912,50,30,145,25,5816.372619,3679.926549,250.6148778,34.9344093,687.5132977,652.2870313,551.88,284.0550138,40.76028,1687.184959,342.4613574,3928.116619,668.972,589.7904768,280.9329664,312.3965504,1.752,19809.95101
605.94912,57.5,30,145,15,5939.211455,1822.0634,249.2123546,34.88308499,686.9863312,717.4818295,551.88,265.910748,40.76028,1705.562606,343.2241174,3928.116619,668.972,678.2590483,280.9329664,312.3965504,1.752,18227.60539
605.94912,57.5,30,145,17.5,5873.787072,2129.112958,249.3705093,34.8979504,687.253364,670.2336274,551.88,275.9884558,40.76028,1695.741067,343.7480991,3928.116619,668.972,678.2590483,280.9329664,312.3965504,1.752,18423.20257
605.94912,57.5,30,145,20,5838.47403,2688.594639,248.6781024,34.87720188,687.450055,657.2382516,551.88,282.0551189,40.76028,1690.470698,342.9349267,3928.116619,668.972,678.2590483,280.9329664,312.3965504,1.752,18933.84249
605.94912,57.5,30,145,22.5,5823.023004,4651.107219,249.0238988,34.88665738,687.270531,653.4875308,551.88,285.6466261,40.76028,1688.166699,342.3237971,3928.116619,668.972,678.2590483,280.9329664,312.3965504,1.752,20878.00543
605.94912,57.5,30,145,25,5816.372619,3679.926549,250.6148778,34.9344093,687.5132977,652.2870313,551.88,284.0550138,40.76028,1687.184959,342.4613574,3928.116619,668.972,678.2590483,280.9329664,312.3965504,1.752,19898.41958
605.94912,60,30,145,15,5939.211455,1822.0634,249.2123546,34.88308499,686.9863312,717.4818295,551.88,265.910748,40.76028,1705.562606,343.2241174,3928.116619,668.972,707.7485722,280.9329664,312.3965504,1.752,18257.09491
605.94912,60,30,145,17.5,5873.787072,2129.112958,249.3705093,34.8979504,687.253364,670.2336274,551.88,275.9884558,40.76028,1695.741067,343.7480991,3928.116619,668.972,707.7485722,280.9329664,312.3965504,1.752,18452.69209
605.94912,60,30,145,20,5838.47403,2688.594639,248.6781024,34.87720188,687.450055,657.2382516,551.88,282.0551189,40.76028,1690.470698,342.9349267,3928.116619,668.972,707.7485722,280.9329664,312.3965504,1.752,18963.33201
605.94912,60,30,145,22.5,5823.023004,4651.107219,249.0238988,34.88665738,687.270531,653.4875308,551.88,285.6466261,40.76028,1688.166699,342.3237971,3928.116619,668.972,707.7485722,280.9329664,312.3965504,1.752,20907.49495
605.94912,60,30,145,25,5816.372619,3679.926549,250.6148778,34.9344093,687.5132977,652.2870313,551.88,284.0550138,40.76028,1687.184959,342.4613574,3928.116619,668.972,707.7485722,280.9329664,312.3965504,1.752,19927.9091
605.94912,35,30,160,15,5953.399812,1912.433063,251.4408502,35.1518614,704.3236486,725.3684517,551.88,274.8413222,40.76028,1707.691431,346.8928805,4300.767019,738.176,412.8533338,280.9329664,312.3965504,1.752,18551.06147
605.94912,35,30,160,17.5,5882.622895,2351.936981,250.6246235,35.13034443,703.9421622,673.3815749,551.88,284.4659902,40.76028,1697.051989,346.2522852,4300.767019,738.176,412.8533338,280.9329664,312.3965504,1.752,18864.92699
605.94912,35,30,160,20,5844.776499,2765.89391,251.2540213,35.14801724,703.5052551,658.5193725,551.88,290.2473954,40.76028,1691.391124,347.685606,4300.767019,738.176,412.8533338,280.9329664,312.3965504,1.752,19227.93935
605.94912,35,30,160,22.5,5818.901506,4242.927577,250.7454229,35.13455022,703.4512232,652.8983847,551.88,292.4178516,40.76028,1687.552187,346.8547869,4300.767019,738.176,412.8533338,280.9329664,312.3965504,1.752,20670.40164
605.94912,35,30,160,25,5815.854824,2833.02129,250.4967924,35.12495707,703.1455069,652.2534677,551.88,289.9366274,40.76028,1687.108892,346.8285867,4300.767019,738.176,412.8533338,280.9329664,312.3965504,1.752,19253.28909
605.94912,45,30,160,15,5953.399812,1912.433063,251.4408502,35.1518614,704.3236486,725.3684517,551.88,274.8413222,40.76028,1707.691431,346.8928805,4300.767019,738.176,530.8114291,280.9329664,312.3965504,1.752,18669.01956
605.94912,45,30,160,17.5,5882.622895,2351.936981,250.6246235,35.13034443,703.9421622,673.3815749,551.88,284.4659902,40.76028,1697.051989,346.2522852,4300.767019,738.176,530.8114291,280.9329664,312.3965504,1.752,18982.88509
605.94912,45,30,160,20,5844.776499,2765.89391,251.2540213,35.14801724,703.5052551,658.5193725,551.88,290.2473954,40.76028,1691.391124,347.685606,4300.767019,738.176,530.8114291,280.9329664,312.3965504,1.752,19345.89745
605.94912,45,30,160,22.5,5818.901506,4242.927577,250.7454229,35.13455022,703.4512232,652.8983847,551.88,292.4178516,40.76028,1687.552187,346.8547869,4300.767019,738.176,530.8114291,280.9329664,312.3965504,1.752,20788.35973
605.94912,45,30,160,25,5815.854824,2833.02129,250.4967924,35.12495707,703.1455069,652.2534677,551.88,289.9366274,40.76028,1687.108892,346.8285867,4300.767019,738.176,530.8114291,280.9329664,312.3965504,1.752,19371.24719
605.94912,50,30,160,15,5953.399812,1912.433063,251.4408502,35.1518614,704.3236486,725.3684517,551.88,274.8413222,40.76028,1707.691431,346.8928805,4300.767019,738.176,589.7904768,280.9329664,312.3965504,1.752,18727.99861
605.94912,50,30,160,17.5,5882.622895,2351.936981,250.6246235,35.13034443,703.9421622,673.3815749,551.88,284.4659902,40.76028,1697.051989,346.2522852,4300.767019,738.176,589.7904768,280.9329664,312.3965504,1.752,19041.86414
605.94912,50,30,160,20,5844.776499,2765.89391,251.2540213,35.14801724,703.5052551,658.5193725,551.88,290.2473954,40.76028,1691.391124,347.685606,4300.767019,738.176,589.7904768,280.9329664,312.3965504,1.752,19404.87649
605.94912,50,30,160,22.5,5818.901506,4242.927577,250.7454229,35.13455022,703.4512232,652.8983847,551.88,292.4178516,40.76028,1687.552187,346.8547869,4300.767019,738.176,589.7904768,280.9329664,312.3965504,1.752,20847.33878
605.94912,50,30,160,25,5815.854824,2833.02129,250.4967924,35.12495707,703.1455069,652.2534677,551.88,289.9366274,40.76028,1687.108892,346.8285867,4300.767019,738.176,589.7904768,280.9329664,312.3965504,1.752,19430.22624
605.94912,57.5,30,160,15,5953.399812,1912.433063,251.4408502,35.1518614,704.3236486,725.3684517,551.88,274.8413222,40.76028,1707.691431,346.8928805,4300.767019,738.176,678.2590483,280.9329664,312.3965504,1.752,18816.46718
605.94912,57.5,30,160,17.5,5882.622895,2351.936981,250.6246235,35.13034443,703.9421622,673.3815749,551.88,284.4659902,40.76028,1697.051989,346.2522852,4300.767019,738.176,678.2590483,280.9329664,312.3965504,1.752,19130.33271
605.94912,57.5,30,160,20,5844.776499,2765.89391,251.2540213,35.14801724,703.5052551,658.5193725,551.88,290.2473954,40.76028,1691.391124,347.685606,4300.767019,738.176,678.2590483,280.9329664,312.3965504,1.752,19493.34506
605.94912,57.5,30,160,22.5,5818.901506,4242.927577,250.7454229,35.13455022,703.4512232,652.8983847,551.88,292.4178516,40.76028,1687.552187,346.8547869,4300.767019,738.176,678.2590483,280.9329664,312.3965504,1.752,20935.80735
